,0
0,0.6925433576107025
1,0.6930832266807556
2,0.6930541545152664
3,0.6929210424423218
4,0.6931815594434738
5,0.6929000616073608
6,0.6926949918270111
7,0.6927677541971207
8,0.692612886428833
9,0.6929823458194733
10,0.6927762627601624
11,0.6924353986978531
12,0.6926384121179581
13,0.6929043829441071
14,0.6922130435705185
15,0.6922525614500046
16,0.6923054754734039
17,0.6911858022212982
18,0.691915363073349
19,0.6926400363445282
20,0.6898067444562912
21,0.6919234246015549
22,0.6890762895345688
23,0.6899621039628983
24,0.6854505240917206
25,0.6877319365739822
26,0.6889353692531586
27,0.6835271567106247
28,0.6831524521112442
29,0.6837695240974426
30,0.6868771761655807
31,0.6904143691062927
32,0.686976432800293
33,0.6816664487123489
34,0.6877187937498093
35,0.6826785653829575
36,0.6941838562488556
37,0.6780321002006531
38,0.6899193078279495
39,0.6877184361219406
40,0.6845836341381073
41,0.6796620786190033
42,0.6802059412002563
43,0.6841509938240051
44,0.6717680543661118
45,0.6836843639612198
46,0.6837247163057327
47,0.6902077794075012
48,0.6783619821071625
49,0.6833900213241577
50,0.6871301382780075
51,0.691913977265358
52,0.677958607673645
53,0.6803068220615387
54,0.682002604007721
55,0.6803856790065765
56,0.6851886361837387
57,0.6886144280433655
58,0.6874813437461853
59,0.6714638769626617
60,0.674691691994667
61,0.6700726449489594
62,0.6775115430355072
63,0.6718205362558365
64,0.6789115518331528
65,0.6732726395130157
66,0.6667290478944778
67,0.6700282245874405
68,0.6703002601861954
69,0.6685375273227692
70,0.6775140911340714
71,0.6834761649370193
72,0.6786475777626038
73,0.6852899044752121
74,0.6761517524719238
75,0.6621307730674744
76,0.676061362028122
77,0.669235348701477
78,0.6714054048061371
79,0.6528572291135788
80,0.6772130876779556
81,0.678293839097023
82,0.6731735616922379
83,0.6657151281833649
84,0.6529455780982971
85,0.6626887619495392
86,0.656819149851799
87,0.6561385542154312
88,0.654122918844223
89,0.6331348270177841
90,0.6423971801996231
91,0.6434836387634277
92,0.648448035120964
93,0.6515603065490723
94,0.6631545871496201
95,0.6386085748672485
96,0.6650321781635284
97,0.6426573693752289
98,0.654554158449173
99,0.6662633419036865
100,0.6478560119867325
101,0.6352525800466537
102,0.6478312164545059
103,0.6579567342996597
104,0.6561679393053055
105,0.6272452473640442
106,0.6224279999732971
107,0.6158685684204102
108,0.613890066742897
109,0.5992558598518372
110,0.6168749332427979
111,0.6290048509836197
112,0.6208509057760239
113,0.5742980241775513
114,0.6077958941459656
115,0.5967603623867035
116,0.5784013867378235
117,0.5735935568809509
118,0.5758351683616638
119,0.547801062464714
120,0.5530693531036377
121,0.5699633359909058
122,0.558674618601799
123,0.5677326321601868
124,0.5543377250432968
125,0.5096341446042061
126,0.5315836519002914
127,0.5437587201595306
128,0.4948989599943161
129,0.47987403720617294
130,0.5432466566562653
131,0.5160103663802147
132,0.5037143230438232
133,0.4718787521123886
134,0.5094103738665581
135,0.5273337811231613
136,0.5058776289224625
137,0.46821222454309464
138,0.4742997959256172
139,0.4647795930504799
140,0.4742719307541847
141,0.4919874295592308
142,0.49812546372413635
143,0.474918894469738
144,0.5143571123480797
145,0.535771019756794
146,0.4945542737841606
147,0.47213712334632874
148,0.49677126854658127
149,0.4964739978313446
150,0.48089443892240524
151,0.46783048659563065
152,0.4632997289299965
153,0.461691178381443
154,0.4592708423733711
155,0.4950340986251831
156,0.46215324848890305
157,0.4598826766014099
158,0.4587354511022568
159,0.4723750948905945
160,0.4309862330555916
161,0.43851014226675034
162,0.4439023956656456
163,0.4457954242825508
164,0.4675201550126076
165,0.4691373407840729
166,0.4638635590672493
167,0.4447690397500992
168,0.433129221200943
169,0.4490196332335472
170,0.4214811474084854
171,0.45565415173768997
172,0.4397502467036247
173,0.4407554939389229
174,0.4374607875943184
175,0.43017834424972534
176,0.45375609397888184
177,0.4644026756286621
178,0.4315289258956909
179,0.4399634450674057
180,0.453292578458786
181,0.4353318065404892
182,0.42849481105804443
183,0.46766579896211624
184,0.4536838084459305
185,0.4522697925567627
186,0.4392811805009842
187,0.42060636729002
188,0.4210342690348625
189,0.4420773759484291
190,0.4390733391046524
191,0.44238515943288803
192,0.4523447975516319
193,0.42925165593624115
194,0.4312576502561569
195,0.42186466604471207
196,0.44026531279087067
197,0.4463333785533905
198,0.4466199278831482
199,0.4517640322446823
200,0.45937179028987885
201,0.45027273893356323
202,0.41866757720708847
203,0.40039588510990143
204,0.42810477316379547
205,0.41941438615322113
206,0.4216804578900337
207,0.42903509736061096
208,0.4244566112756729
209,0.429911307990551
210,0.439837746322155
211,0.4035380184650421
212,0.44033192098140717
213,0.4211341291666031
214,0.4205561950802803
215,0.4274309054017067
216,0.43817152082920074
217,0.4323243796825409
218,0.42069458961486816
219,0.4138447269797325
220,0.41697268187999725
221,0.43817485868930817
222,0.4153476133942604
223,0.4188109412789345
224,0.4169677570462227
225,0.4127187803387642
226,0.4208551272749901
227,0.4098523333668709
228,0.4185168743133545
229,0.43775200098752975
230,0.41790278255939484
231,0.4081724062561989
232,0.4356033429503441
233,0.42226455360651016
234,0.445785254240036
235,0.4251631051301956
236,0.4416448101401329
237,0.4295835494995117
238,0.3940553516149521
239,0.408283069729805
240,0.39913103729486465
241,0.43014003336429596
242,0.4212869480252266
243,0.41387248784303665
244,0.4139176607131958
245,0.44469232857227325
246,0.42836298048496246
247,0.4415743425488472
248,0.4100516587495804
249,0.41042768955230713
